label,tweet
negative,@united Booked a flight home over 7 months ago and requested seats together for my fianc̩e and I. We got 2 middle seats. UNACCEPTABLE. The
negative,@united YOU GUYS ARE HORRIBLE.
negative,@united Why do I have to pay $ 17 for wifi with an international business ticket?  #pennypincher
negative,"@united ok. To top things off, you've lost my luggage. Could you get ANY worse??? #UnitedAirlines"
negative,@united AND my luggage has been broken!! #youcouldntmakethis up #brokenwheel
negative,@united maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC
negative,@United flight delayed-no one remembered to turn the heat on flight 559 leaving ORD-seriously???
negative,@united to speak to a real person to get this resolved politely and efficiently. (2/2)
negative,"@united I hadn't filed a refund claim as I was told there was no charge by your DM. This is disputed by my bank, hence why I would like(1/2)"
negative,@united did  bags make it on the flight out of iad? second day without clothes is pretty inconvenient. We're pretty curious #UnitedAirlines
negative,@united hence why I've been asking for the customer service phone number so I can speak to a real person to get this sorted out
negative,@united did our bags leave Washington yet? That would be convenient seeing as we left there a day ago. #UnitedAirlines #lostluggage
negative,"@united according to your DMs, I'm not owed a refund. please may I be provided with a contact number before I go to my bank to file claim"
negative,@united about 3 hours ago. I need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere.
negative,@united pls properly train your agents. Requested to speak to 1k customer service &amp; was transferred to a dead end. Not even open at this hr
negative,@united Thanks for remembering to load my bag onto my connecting flight. Oh wait you forgot. Iceland should be fun with no clothes....
negative,"@united customer service is atrocious! You have disrupted my travel plans, you have lost my luggage and it is impossible to TALK TO A HUMAN"
negative,@united terminal at MIA should have food open before 5am esp when there are flights at 6am. Two hours early like recommended. Can't eat.
negative,@united it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. #GetMartyHome
negative,"@united has not responded to my various requests for contact numbers, does anyone know the UK customer service number for #UnitedAirlines"
negative,@united how we looking on getting those bags to Lusaka
negative,@united Could you update me on the suitcase please? The online and phone tracking told me nothing. I was told I'd have it back yesterday!
negative,@united just 1 last thing. U guys shouldn't be charging $ for drinks on a transatlantic flight
negative,@united LHR arrival lounge #fail. Waited 20 mins for shower then left to find hotel. U know how many passengers u carry. Planning???
negative,@united completed form but doubt it's any use. UA doesn't care. 6 day vacation will now be 5. Sure UA won't feel responsibility for that...
negative,"@united nope, they told us it was time for them to go home and to sleep at the airport. Even though they assured us we would get a room..."
negative,"@united ..back for the expensive holiday, he worked all year to pay for, that you RUINED! We want compensation &amp; his original case back!"
negative,@united thanks United I understand that. But he would actually like his own bag back! What have you done with it?! He also wants the money..
negative,"@united frankly worse customer service ever. Problems will happen, how you deal defines a company. Never again United."
negative,"@united It's still a valid flight. Just seems strange to delay for Late Flight inbound crew,  7 hours from now, when the plane is already here."
negative,@united Thanks for the lack of help and the canned response from the 1K desk!
negative,@united   It's too bad UA has had another unforeseeable operational issue on my return flight.
negative,@united if I pay you $25 and $35 for my luggage to be delivered when I arrive. Why should I have to wait 3 additional days for its delivery?
negative,@united so 8 hotels for 32 people but feel like we are being held hostage because someone has our boarding passes so we can't leave! #FAIL
negative,@united Outbound 2 bags 70 lbs bags Returning home 1 bag 50 lbs. What is your logic? And WHY? Am I writing to a Machine? Human HELP required
negative,@lindaSWC @united:  We don't like to hear you had a poor experience. Please share details w/our Customer Care team http://t.co/HIsc4NdMgZ.
negative,@united no Cancelled Flightn just left us to fend for ourselves when flt came in Late Flight. Getting runaround for 3 hrs. Each employee blaming  previous 1.
negative,@united okay ase24766m. Find our luggage.
negative,@united The agent that met us at the gate said any issues w/delays on UA1116 would have to be taken up online...
negative,@united But they are not... lady one phone says its in tel aviv. Tel Aviv united says its in Newark. No one knows and I have nothing...
negative,"@united yes, but still now answers. Many have not had their luggage for 3 days! Unacceptable!!"
negative,@united what is that going to do for you? Nothing just like you always do
negative,@united plus what about food? And taxis?
negative,@united you are offering us 8 rooms for 32 people #FAIL
negative,@united 32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing
negative,@united The bright side would be keeping the promise that was made to me. Hope you're having a good night. Thanks.
negative,@united I take back the comment about your team here working hard to help us A so far no solution for a hotel or food or anything #fail
negative,@united on 4124 arriving two hours Late Flight into CLT. Now sitting on the tarmac while they move a plane from the gate. Unhappy customer.
negative,@united airlines is the absolute worst. They have no idea what they are doing. #neveragain #UnitedAirlines
negative,"@united Thanks; might want to fix this line: ""Our Customer Care team is currently responding to most inquiries within 7-10 business days."""
negative,"@united it's frustrating, as a frequent flyer, loyal since Continental. Upgrade equals paying 3 times or more on top of purchase ticket."
negative,"@united at its worse. Can't figure how to pack plane, screws up connectns then claims no hotl rooms in San Fran for stranded pax. Way to go!"
negative,@united 4 passengers after a 2 hour delayed flight left with no hotel at the end of the night @ hou airport. Wtf??!! http://t.co/ZfqMpGXVS6
negative,"Hey @united why does the flight from IAH to POS leave so Late Flight, and the one back to IAH so early? I rather get to POS earlier"
